date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2017-07-13,31,27,0.0,13.6,7,65,10:06 PM,09:09 AM,05:48 AM,07:11 PM,26,36,36,29,15,24,82,0.4,1009,31,10,90,12,hongkong
2017-07-14,31,27,0.0,13.6,7,58,10:46 PM,10:03 AM,05:48 AM,07:11 PM,25,35,35,29,21,23,81,1.4,1007,31,10,100,16,hongkong
2017-07-15,30,27,0.0,13.6,7,51,11:27 PM,10:58 AM,05:48 AM,07:11 PM,24,34,34,29,29,21,77,2.7,1007,30,10,96,21,hongkong
2017-07-16,30,27,0.0,13.6,7,44,No moonrise,11:54 AM,05:49 AM,07:10 PM,24,33,33,28,39,32,79,18.1,1008,30,8,99,24,hongkong
2017-07-17,29,27,0.0,12.1,7,36,12:07 AM,12:51 PM,05:49 AM,07:10 PM,24,32,32,28,32,51,81,24.5,1008,29,8,112,19,hongkong
2017-07-18,28,26,0.0,9.7,6,29,12:51 AM,01:51 PM,05:50 AM,07:10 PM,24,31,31,27,24,72,83,12.8,1011,28,9,121,16,hongkong
2017-07-19,29,26,0.0,12.1,7,22,01:38 AM,02:53 PM,05:50 AM,07:10 PM,25,33,33,28,14,48,83,1.4,1010,29,10,103,10,hongkong
2017-07-20,30,27,0.0,13.3,6,15,02:28 AM,03:57 PM,05:50 AM,07:09 PM,25,35,35,29,16,36,79,3.0,1009,30,10,96,13,hongkong
2017-07-21,31,28,0.0,13.6,7,7,03:24 AM,05:01 PM,05:51 AM,07:09 PM,25,35,35,29,19,31,78,2.6,1009,31,10,87,15,hongkong
2017-07-22,32,28,0.0,13.6,7,0,04:24 AM,06:02 PM,05:51 AM,07:09 PM,25,36,36,30,14,25,73,3.2,1009,32,10,111,11,hongkong
2017-07-23,28,28,0.0,8.5,6,0,05:27 AM,07:01 PM,05:52 AM,07:08 PM,25,33,33,28,18,74,80,6.7,1006,28,10,63,13,hongkong
2017-07-24,30,27,0.0,13.3,7,0,06:30 AM,07:54 PM,05:52 AM,07:08 PM,25,35,35,29,15,39,78,0.1,1005,30,10,104,12,hongkong
2017-07-25,31,28,0.0,13.5,7,7,07:33 AM,08:42 PM,05:53 AM,07:07 PM,26,38,38,31,11,21,76,0.2,1005,31,10,114,10,hongkong
2017-07-26,32,28,0.0,13.5,7,14,08:33 AM,09:27 PM,05:53 AM,07:07 PM,26,39,39,32,9,8,73,0.0,1004,32,10,89,8,hongkong
2017-07-27,31,28,0.0,13.5,7,22,09:31 AM,10:08 PM,05:53 AM,07:07 PM,25,36,36,30,22,22,73,4.2,1003,31,10,65,17,hongkong
2017-07-28,33,28,0.0,13.5,8,29,10:25 AM,10:47 PM,05:54 AM,07:06 PM,25,38,38,31,15,20,71,0.0,1004,33,10,79,12,hongkong
2017-07-29,34,29,0.0,13.5,8,36,11:19 AM,11:25 PM,05:54 AM,07:06 PM,26,40,40,32,11,33,69,0.5,1000,34,10,183,9,hongkong
2017-07-30,35,31,0.0,13.5,8,43,12:10 PM,No moonset,05:55 AM,07:05 PM,26,42,42,33,23,21,66,1.5,996,35,10,268,16,hongkong
2017-07-31,32,29,0.0,13.5,8,47,01:01 PM,12:02 AM,05:55 AM,07:05 PM,26,38,38,31,36,16,77,19.9,998,32,8,231,22,hongkong
2017-08-01,32,28,0.0,13.5,7,58,01:51 PM,12:41 AM,05:55 AM,07:04 PM,26,38,38,30,21,24,78,3.3,1001,32,10,208,16,hongkong
2017-08-02,31,29,0.0,13.5,8,65,02:41 PM,01:21 AM,05:56 AM,07:04 PM,26,38,38,31,13,33,76,2.5,1002,31,10,197,10,hongkong
2017-08-03,32,28,0.0,13.3,7,73,03:32 PM,02:03 AM,05:56 AM,07:03 PM,25,37,37,30,12,44,76,3.7,1001,32,10,183,10,hongkong
2017-08-04,31,28,0.0,13.5,7,80,04:21 PM,02:48 AM,05:57 AM,07:02 PM,25,36,36,30,12,34,76,2.2,1003,31,10,157,10,hongkong
2017-08-05,32,29,0.0,13.5,8,87,05:09 PM,03:36 AM,05:57 AM,07:02 PM,26,38,38,31,12,18,73,2.8,1006,32,10,160,10,hongkong
2017-08-06,32,29,0.0,13.4,8,94,05:56 PM,04:25 AM,05:57 AM,07:01 PM,25,39,39,31,12,25,71,0.5,1006,32,10,224,10,hongkong
2017-08-07,33,30,0.0,13.4,7,100,06:41 PM,05:17 AM,05:58 AM,07:01 PM,26,39,39,31,18,18,72,1.1,1006,33,10,220,14,hongkong
2017-08-08,32,29,0.0,13.4,8,100,07:25 PM,06:10 AM,05:58 AM,07:00 PM,26,38,38,31,21,20,75,0.7,1007,32,10,214,17,hongkong
2017-08-09,31,29,0.0,13.0,8,84,08:06 PM,07:04 AM,05:58 AM,06:59 PM,26,38,38,30,23,26,76,3.2,1006,31,10,217,18,hongkong
2017-08-10,31,29,0.0,13.0,7,77,08:47 PM,07:59 AM,05:59 AM,06:58 PM,26,38,38,30,27,22,78,20.4,1006,31,8,210,17,hongkong
2017-08-11,31,29,0.0,13.0,7,69,09:27 PM,08:54 AM,05:59 AM,06:58 PM,26,38,38,30,20,30,80,1.7,1008,31,10,195,16,hongkong
2017-08-12,31,29,0.0,12.6,7,62,10:08 PM,09:50 AM,06:00 AM,06:57 PM,26,37,37,30,22,30,78,0.7,1008,31,10,194,17,hongkong
2017-08-13,31,29,0.0,12.6,7,55,10:50 PM,10:46 AM,06:00 AM,06:56 PM,26,37,37,30,18,38,76,0.2,1009,31,10,199,15,hongkong
2017-08-14,32,29,0.0,12.6,7,47,11:35 PM,11:45 AM,06:00 AM,06:56 PM,26,37,37,30,17,36,75,0.2,1009,32,10,204,14,hongkong
2017-08-15,32,29,0.0,11.6,8,40,No moonrise,12:44 PM,06:01 AM,06:55 PM,26,39,39,31,15,19,72,0.5,1008,32,10,211,13,hongkong
2017-08-16,31,29,0.0,11.6,8,33,12:22 AM,01:46 PM,06:01 AM,06:54 PM,25,37,37,31,10,22,69,2.1,1008,31,10,217,8,hongkong
2017-08-17,32,29,0.0,11.6,8,26,01:15 AM,02:47 PM,06:01 AM,06:53 PM,24,37,37,31,9,18,66,0.0,1009,32,10,205,8,hongkong
2017-08-18,32,29,0.0,11.6,8,18,02:11 AM,03:48 PM,06:02 AM,06:53 PM,26,41,41,33,6,5,67,0.0,1010,32,10,181,5,hongkong
2017-08-19,32,29,0.0,11.6,8,11,03:11 AM,04:46 PM,06:02 AM,06:52 PM,25,40,40,33,7,8,65,0.0,1010,32,10,174,6,hongkong
2017-08-20,33,29,0.0,11.6,8,4,04:12 AM,05:41 PM,06:02 AM,06:51 PM,26,40,40,32,11,7,68,0.0,1007,33,10,228,9,hongkong
2017-08-21,35,30,0.0,11.6,8,0,05:15 AM,06:31 PM,06:03 AM,06:50 PM,26,43,43,34,14,6,66,0.0,1003,35,10,249,11,hongkong
2017-08-22,35,29,0.0,11.6,8,0,06:16 AM,07:18 PM,06:03 AM,06:49 PM,25,41,41,33,17,29,66,1.1,1000,35,10,175,13,hongkong
2017-08-23,30,28,0.0,6.2,6,3,07:16 AM,08:01 PM,06:03 AM,06:48 PM,25,34,34,29,64,85,78,42.9,996,30,8,148,42,hongkong
2017-08-24,31,29,0.0,11.6,7,10,08:12 AM,08:41 PM,06:04 AM,06:47 PM,25,36,36,30,24,30,75,5.4,1008,31,10,142,18,hongkong
2017-08-25,31,29,0.0,10.3,6,18,09:07 AM,09:20 PM,06:04 AM,06:47 PM,25,36,36,30,15,46,73,8.4,1008,31,10,93,11,hongkong
2017-08-26,32,28,0.0,10.3,7,25,10:00 AM,09:58 PM,06:04 AM,06:46 PM,24,36,36,31,19,27,69,0.8,1006,32,10,70,15,hongkong
2017-08-27,28,28,0.0,6.2,6,32,10:52 AM,10:37 PM,06:05 AM,06:45 PM,24,32,32,28,68,100,81,26.7,1004,28,9,125,45,hongkong
2017-08-28,28,27,0.0,8.9,6,40,11:43 AM,11:17 PM,06:05 AM,06:44 PM,24,32,32,28,25,65,81,13.2,1010,28,9,153,17,hongkong
2017-08-29,32,27,0.0,11.6,7,47,12:34 PM,11:59 PM,06:05 AM,06:43 PM,24,37,37,31,9,12,70,0.0,1010,32,10,141,7,hongkong
2017-08-30,32,29,0.0,11.6,8,54,01:24 PM,No moonset,06:05 AM,06:42 PM,25,38,38,31,8,22,71,2.8,1008,32,10,144,6,hongkong
2017-08-31,33,28,0.0,11.6,8,58,02:14 PM,12:42 AM,06:06 AM,06:41 PM,25,38,38,31,6,27,71,1.6,1007,33,10,210,5,hongkong
2017-09-01,32,28,0.0,11.6,7,71,03:03 PM,01:29 AM,06:06 AM,06:40 PM,25,37,37,30,7,30,74,4.7,1005,32,10,205,5,hongkong
2017-09-02,30,27,0.0,7.5,6,79,03:50 PM,02:17 AM,06:06 AM,06:39 PM,24,34,34,29,9,66,76,8.0,1005,30,10,267,6,hongkong
2017-09-03,29,28,0.0,7.5,6,86,04:36 PM,03:08 AM,06:07 AM,06:38 PM,24,33,33,28,23,74,79,5.8,1005,29,10,267,15,hongkong
2017-09-04,28,27,0.0,8.9,6,94,05:20 PM,04:01 AM,06:07 AM,06:37 PM,25,32,32,28,30,72,83,21.4,1007,28,9,219,20,hongkong
2017-09-05,30,27,0.0,11.6,6,100,06:03 PM,04:55 AM,06:07 AM,06:36 PM,26,36,36,29,14,28,80,11.3,1009,30,9,178,10,hongkong
2017-09-06,31,28,0.0,11.6,7,100,06:44 PM,05:50 AM,06:07 AM,06:35 PM,26,37,37,30,8,37,77,1.7,1008,31,10,183,7,hongkong
2017-09-07,31,28,0.0,10.2,7,83,07:26 PM,06:46 AM,06:08 AM,06:34 PM,25,36,36,30,8,38,75,2.1,1008,31,10,193,7,hongkong
2017-09-08,30,28,0.0,11.6,7,76,08:07 PM,07:43 AM,06:08 AM,06:34 PM,25,36,36,30,12,25,76,1.0,1009,30,10,169,10,hongkong
2017-09-09,30,28,0.0,11.6,7,68,08:49 PM,08:40 AM,06:08 AM,06:33 PM,25,36,36,30,12,27,78,0.2,1009,30,10,183,10,hongkong
2017-09-10,31,28,0.0,11.6,7,61,09:34 PM,09:39 AM,06:09 AM,06:32 PM,25,36,36,30,10,25,76,0.8,1010,31,10,179,9,hongkong
2017-09-11,32,28,0.0,11.6,7,53,10:20 PM,10:39 AM,06:09 AM,06:31 PM,25,38,38,31,8,18,72,1.6,1010,32,10,224,7,hongkong
2017-09-12,34,29,0.0,11.6,7,46,11:11 PM,11:40 AM,06:09 AM,06:30 PM,26,40,40,32,9,16,71,3.0,1009,34,10,176,7,hongkong
2017-09-13,31,29,0.0,11.6,6,38,No moonrise,12:41 PM,06:09 AM,06:29 PM,25,36,36,30,21,24,74,2.7,1009,31,10,76,16,hongkong
2017-09-14,31,28,0.0,11.6,7,31,12:05 AM,01:41 PM,06:10 AM,06:28 PM,23,34,34,29,25,26,70,0.1,1008,31,10,81,19,hongkong
2017-09-15,32,28,0.0,11.6,7,23,01:02 AM,02:38 PM,06:10 AM,06:27 PM,23,35,35,30,10,35,67,1.7,1009,32,10,149,8,hongkong
2017-09-16,33,29,0.0,11.6,8,16,02:02 AM,03:33 PM,06:10 AM,06:26 PM,24,37,37,32,10,22,63,0.0,1010,33,10,269,8,hongkong
2017-09-17,33,29,0.0,11.6,8,8,03:03 AM,04:23 PM,06:11 AM,06:25 PM,24,38,38,32,7,12,63,0.0,1009,33,10,239,6,hongkong
2017-09-18,31,29,0.0,11.6,7,0,04:03 AM,05:11 PM,06:11 AM,06:24 PM,24,36,36,31,12,14,66,0.0,1010,31,10,121,10,hongkong
2017-09-19,31,28,0.0,11.6,7,0,05:02 AM,05:54 PM,06:11 AM,06:23 PM,24,35,35,30,13,19,70,0.1,1010,31,10,115,11,hongkong
2017-09-20,31,28,0.0,11.6,6,0,05:59 AM,06:35 PM,06:11 AM,06:22 PM,25,36,36,30,11,25,73,2.5,1009,31,10,100,9,hongkong
2017-09-21,32,28,0.0,11.6,7,0,06:55 AM,07:15 PM,06:12 AM,06:21 PM,25,37,37,31,9,23,70,0.0,1009,32,10,101,8,hongkong
2017-09-22,31,29,0.0,11.6,7,7,07:49 AM,07:54 PM,06:12 AM,06:20 PM,25,36,36,30,17,29,73,3.9,1010,31,10,91,14,hongkong
2017-09-23,31,29,0.0,11.6,6,14,08:41 AM,08:32 PM,06:12 AM,06:19 PM,25,36,36,30,20,30,76,2.8,1011,31,10,89,16,hongkong
2017-09-24,31,29,0.0,11.6,6,22,09:34 AM,09:12 PM,06:12 AM,06:18 PM,25,35,35,29,34,38,76,4.4,1009,31,10,101,25,hongkong
2017-09-25,31,29,0.0,11.6,7,30,10:25 AM,09:53 PM,06:13 AM,06:17 PM,26,37,37,30,20,26,77,0.0,1010,31,10,140,16,hongkong
2017-09-26,32,28,0.0,11.6,7,37,11:16 AM,10:36 PM,06:13 AM,06:16 PM,26,39,39,31,7,15,73,0.0,1011,32,10,140,6,hongkong
2017-09-27,33,28,0.0,11.6,8,45,12:06 PM,11:21 PM,06:13 AM,06:15 PM,26,40,40,32,8,9,68,0.0,1010,33,10,231,7,hongkong
2017-09-28,32,29,0.0,11.6,8,52,12:55 PM,No moonset,06:14 AM,06:14 PM,25,39,39,32,8,9,68,0.0,1009,32,10,153,7,hongkong
2017-09-29,32,29,0.0,11.6,7,60,01:43 PM,12:09 AM,06:14 AM,06:13 PM,25,37,37,30,17,21,75,1.5,1012,32,10,108,14,hongkong
2017-09-30,31,28,0.0,11.6,7,67,02:28 PM,12:58 AM,06:14 AM,06:12 PM,25,35,35,30,24,31,75,6.4,1013,31,9,95,18,hongkong
2017-10-01,30,28,0.0,11.6,7,72,03:13 PM,01:50 AM,06:15 AM,06:11 PM,25,35,35,29,24,38,76,6.2,1012,30,10,102,17,hongkong
2017-10-02,31,28,0.0,11.6,7,79,03:56 PM,02:43 AM,06:15 AM,06:10 PM,25,36,36,30,17,26,76,2.1,1011,31,10,92,13,hongkong
2017-10-03,31,28,0.0,11.6,7,87,04:38 PM,03:38 AM,06:15 AM,06:09 PM,25,37,37,31,14,19,74,2.3,1012,31,10,95,12,hongkong
2017-10-04,31,28,0.0,11.6,7,94,05:20 PM,04:33 AM,06:15 AM,06:08 PM,24,35,35,30,24,24,74,5.6,1014,31,10,84,19,hongkong
2017-10-05,31,28,0.0,11.6,7,100,06:01 PM,05:30 AM,06:16 AM,06:07 PM,23,33,33,29,23,29,69,1.5,1013,31,10,75,18,hongkong
2017-10-06,28,28,0.0,11.6,6,100,06:44 PM,06:28 AM,06:16 AM,06:06 PM,23,32,32,28,27,33,76,7.5,1013,28,9,64,19,hongkong
2017-10-07,31,28,0.0,11.6,7,84,07:29 PM,07:28 AM,06:16 AM,06:05 PM,24,34,34,30,23,18,73,0.1,1013,31,10,76,18,hongkong
2017-10-08,31,28,0.0,11.6,7,77,08:15 PM,08:29 AM,06:17 AM,06:05 PM,24,34,34,30,24,14,71,0.0,1012,31,10,72,18,hongkong
2017-10-09,31,28,0.0,8.8,7,70,09:06 PM,09:32 AM,06:17 AM,06:04 PM,24,34,34,30,34,57,71,0.0,1010,31,10,75,25,hongkong
2017-10-10,32,28,0.0,11.6,7,62,10:00 PM,10:34 AM,06:18 AM,06:03 PM,24,35,35,30,23,19,73,2.2,1011,32,10,85,17,hongkong
2017-10-11,32,28,0.0,11.6,7,55,10:57 PM,11:36 AM,06:18 AM,06:02 PM,25,36,36,30,20,18,73,4.6,1011,32,10,86,15,hongkong
2017-10-12,31,28,0.0,11.6,7,48,11:57 PM,12:35 PM,06:18 AM,06:01 PM,23,34,34,30,17,34,68,0.5,1010,31,10,47,13,hongkong
2017-10-13,29,24,0.0,11.6,7,41,No moonrise,01:30 PM,06:19 AM,06:00 PM,18,28,28,27,26,12,60,0.0,1008,29,10,6,21,hongkong
2017-10-14,27,23,0.0,5.8,6,33,12:56 AM,02:21 PM,06:19 AM,05:59 PM,18,26,26,25,36,61,65,0.3,1004,27,9,49,28,hongkong
2017-10-15,27,22,0.0,4.3,5,26,01:56 AM,03:08 PM,06:19 AM,05:59 PM,20,26,26,24,60,84,79,23.9,1000,27,8,46,42,hongkong
2017-10-16,28,25,0.0,7.2,6,19,02:54 AM,03:51 PM,06:20 AM,05:58 PM,23,29,29,26,31,69,83,13.1,1009,28,9,77,21,hongkong
2017-10-17,29,24,0.0,4.3,6,12,03:51 AM,04:32 PM,06:20 AM,05:57 PM,22,29,29,26,24,80,77,3.1,1012,29,10,59,18,hongkong
2017-10-18,29,24,0.0,8.7,7,4,04:45 AM,05:11 PM,06:21 AM,05:56 PM,20,29,29,27,16,34,67,0.0,1013,29,10,29,13,hongkong
2017-10-19,28,24,0.0,8.7,7,0,05:40 AM,05:50 PM,06:21 AM,05:55 PM,19,28,28,26,20,34,64,0.0,1012,28,10,12,16,hongkong
2017-10-20,28,23,0.0,8.7,6,0,06:32 AM,06:28 PM,06:21 AM,05:55 PM,17,27,27,25,20,20,60,0.0,1012,28,10,11,16,hongkong
2017-10-21,26,22,0.0,8.7,6,3,07:25 AM,07:08 PM,06:22 AM,05:54 PM,16,26,26,24,21,29,62,0.0,1012,26,10,12,18,hongkong
2017-10-22,26,21,0.0,8.7,6,10,08:16 AM,07:48 PM,06:22 AM,05:53 PM,15,26,26,25,17,5,56,0.0,1013,26,10,60,14,hongkong
2017-10-23,26,22,0.0,8.7,6,17,09:08 AM,08:30 PM,06:23 AM,05:52 PM,15,27,27,26,13,6,53,0.0,1016,26,10,49,11,hongkong
2017-10-24,27,23,0.0,8.7,6,25,09:59 AM,09:15 PM,06:23 AM,05:52 PM,16,27,27,26,17,16,55,0.0,1018,27,10,72,14,hongkong
2017-10-25,27,24,0.0,8.7,6,32,10:48 AM,10:01 PM,06:24 AM,05:51 PM,17,26,26,25,20,11,60,0.0,1019,27,10,79,16,hongkong
2017-10-26,27,23,0.0,8.7,6,39,11:36 AM,10:50 PM,06:24 AM,05:50 PM,17,27,27,26,8,8,56,0.0,1017,27,10,94,7,hongkong
2017-10-27,27,24,0.0,8.7,7,46,12:22 PM,11:40 PM,06:25 AM,05:50 PM,16,28,28,27,9,5,52,0.0,1014,27,10,123,8,hongkong
2017-10-28,27,24,0.0,8.7,7,54,01:07 PM,No moonset,06:25 AM,05:49 PM,16,29,29,28,14,2,48,0.0,1015,27,10,106,13,hongkong
2017-10-29,27,23,0.0,8.7,6,61,01:50 PM,12:31 AM,06:26 AM,05:48 PM,14,26,26,25,24,3,51,0.0,1018,27,10,30,19,hongkong
2017-10-30,25,21,0.0,8.7,6,68,02:31 PM,01:24 AM,06:26 AM,05:48 PM,12,25,25,24,23,2,48,0.0,1021,25,10,46,19,hongkong
2017-10-31,24,20,0.0,8.7,6,72,03:12 PM,02:18 AM,06:27 AM,05:47 PM,13,25,25,24,19,8,51,0.1,1020,24,10,58,16,hongkong
2017-11-01,25,21,0.0,8.7,6,86,03:53 PM,03:14 AM,06:27 AM,05:47 PM,14,26,26,24,15,8,54,0.0,1017,25,10,59,12,hongkong
2017-11-02,27,22,0.0,8.7,6,93,04:34 PM,04:11 AM,06:28 AM,05:46 PM,16,28,28,27,12,6,51,0.0,1014,27,10,46,10,hongkong
2017-11-03,28,23,0.0,8.7,7,100,05:18 PM,05:11 AM,06:28 AM,05:45 PM,15,27,27,26,19,12,52,0.1,1015,28,10,43,16,hongkong
2017-11-04,25,23,0.0,8.7,6,100,06:05 PM,06:12 AM,06:29 AM,05:45 PM,13,25,25,24,25,42,49,0.1,1019,25,10,43,19,hongkong
2017-11-05,25,21,0.0,7.2,6,84,06:55 PM,07:16 AM,06:29 AM,05:44 PM,13,25,25,24,19,36,51,0.0,1018,25,10,42,16,hongkong
2017-11-06,23,22,0.0,4.2,5,76,07:50 PM,08:20 AM,06:30 AM,05:44 PM,15,25,25,23,17,86,64,1.3,1017,23,10,42,13,hongkong
2017-11-07,26,21,0.0,4.2,5,69,08:48 PM,09:25 AM,06:31 AM,05:43 PM,18,26,26,24,16,97,69,2.2,1017,26,10,66,12,hongkong
2017-11-08,26,23,0.0,8.7,6,61,09:49 PM,10:27 AM,06:31 AM,05:43 PM,20,27,27,25,15,63,72,0.0,1016,26,10,49,12,hongkong
2017-11-09,27,23,0.0,8.7,6,54,10:50 PM,11:26 AM,06:32 AM,05:43 PM,19,27,27,25,21,65,71,0.0,1016,27,10,76,16,hongkong
2017-11-10,28,23,0.0,8.7,7,46,11:51 PM,12:19 PM,06:32 AM,05:42 PM,21,28,28,26,14,30,73,0.0,1015,28,10,82,12,hongkong
2017-11-11,26,24,0.0,5.7,6,39,No moonrise,01:08 PM,06:33 AM,05:42 PM,21,27,27,25,22,62,79,0.2,1014,26,9,70,16,hongkong
2017-11-12,25,23,0.0,4.2,5,31,12:49 AM,01:52 PM,06:33 AM,05:41 PM,20,26,26,24,24,81,79,2.5,1013,25,8,67,18,hongkong
2017-11-13,23,23,0.0,4.2,5,24,01:46 AM,02:33 PM,06:34 AM,05:41 PM,20,25,25,23,23,100,82,4.0,1013,23,9,64,17,hongkong
2017-11-14,26,23,0.0,4.1,5,16,02:41 AM,03:12 PM,06:35 AM,05:41 PM,21,26,26,24,16,77,79,0.1,1015,26,10,76,13,hongkong
2017-11-15,25,24,0.0,5.7,5,8,03:34 AM,03:50 PM,06:35 AM,05:40 PM,21,26,26,24,21,65,82,0.4,1016,25,10,78,16,hongkong
2017-11-16,26,23,0.0,8.7,6,1,04:26 AM,04:27 PM,06:36 AM,05:40 PM,20,26,26,24,19,66,79,0.2,1015,26,10,86,15,hongkong
2017-11-17,26,23,0.0,8.7,6,0,05:19 AM,05:06 PM,06:37 AM,05:40 PM,22,28,28,25,10,32,82,0.0,1012,26,10,107,8,hongkong
2017-11-18,26,23,0.0,4.1,5,0,06:10 AM,05:45 PM,06:37 AM,05:40 PM,21,28,28,25,15,64,77,0.5,1013,26,10,90,12,hongkong
2017-11-19,22,19,0.0,4.1,5,0,07:02 AM,06:26 PM,06:38 AM,05:39 PM,15,20,21,20,23,94,70,0.2,1018,22,10,47,19,hongkong
2017-11-20,19,17,0.0,4.1,4,6,07:53 AM,07:10 PM,06:39 AM,05:39 PM,13,19,19,19,21,95,71,0.0,1020,19,10,22,17,hongkong
2017-11-21,20,16,0.0,8.7,5,14,08:43 AM,07:56 PM,06:39 AM,05:39 PM,13,19,19,19,17,67,68,0.1,1018,20,10,16,14,hongkong
2017-11-22,22,18,0.0,7.2,5,22,09:32 AM,08:43 PM,06:40 AM,05:39 PM,13,20,20,20,24,59,63,0.0,1017,22,10,226,19,hongkong
2017-11-23,20,16,0.0,8.7,5,29,10:18 AM,09:33 PM,06:41 AM,05:39 PM,8,18,18,18,23,46,52,0.0,1020,20,10,17,19,hongkong
2017-11-24,18,16,0.0,5.6,5,37,11:03 AM,10:23 PM,06:41 AM,05:39 PM,10,17,17,17,22,52,65,0.2,1023,18,10,19,18,hongkong
2017-11-25,19,16,0.0,4.1,4,44,11:46 AM,11:15 PM,06:42 AM,05:39 PM,13,18,18,18,17,80,72,0.3,1022,19,9,25,14,hongkong
2017-11-26,23,18,0.0,8.7,5,52,12:27 PM,No moonset,06:43 AM,05:39 PM,14,20,21,20,16,48,67,0.0,1021,23,10,99,13,hongkong
2017-11-27,22,18,0.0,4.1,5,59,01:07 PM,12:07 AM,06:43 AM,05:39 PM,15,21,23,21,18,50,69,0.0,1018,22,10,58,15,hongkong
2017-11-28,24,21,0.0,5.6,5,67,01:46 PM,01:00 AM,06:44 AM,05:39 PM,18,24,24,23,18,67,74,0.1,1017,24,10,62,13,hongkong
2017-11-29,26,23,0.0,7.2,6,74,02:26 PM,01:55 AM,06:45 AM,05:39 PM,20,26,26,24,16,59,77,0.1,1017,26,10,71,12,hongkong
2017-11-30,25,23,0.0,8.7,6,82,03:08 PM,02:52 AM,06:45 AM,05:39 PM,20,26,26,24,18,45,78,0.3,1017,25,10,61,14,hongkong
2017-12-01,23,20,0.0,8.7,6,86,03:52 PM,03:51 AM,06:46 AM,05:39 PM,14,22,23,22,20,49,64,0.1,1019,23,10,30,16,hongkong
2017-12-02,22,18,0.0,8.7,6,93,04:40 PM,04:53 AM,06:47 AM,05:39 PM,13,21,22,21,14,20,60,0.0,1019,22,10,27,12,hongkong
2017-12-03,23,18,0.0,8.7,6,100,05:33 PM,05:58 AM,06:47 AM,05:39 PM,14,22,23,22,10,15,60,0.0,1018,23,10,137,8,hongkong
2017-12-04,22,19,0.0,8.7,6,100,06:30 PM,07:04 AM,06:48 AM,05:39 PM,13,21,23,21,16,17,60,0.0,1019,22,10,14,13,hongkong
2017-12-05,20,18,0.0,7.2,5,85,07:32 PM,08:10 AM,06:49 AM,05:39 PM,12,19,19,19,18,63,64,0.1,1020,20,10,40,14,hongkong
2017-12-06,22,17,0.0,8.7,5,77,08:35 PM,09:13 AM,06:49 AM,05:40 PM,12,20,20,20,16,21,60,0.0,1018,22,10,68,13,hongkong
2017-12-07,21,18,0.0,8.7,5,70,09:39 PM,10:11 AM,06:50 AM,05:40 PM,11,21,21,21,16,27,55,0.0,1018,21,10,43,13,hongkong
2017-12-08,20,16,0.0,8.7,5,63,10:41 PM,11:04 AM,06:51 AM,05:40 PM,7,18,18,18,28,8,47,0.0,1021,20,10,18,23,hongkong
2017-12-09,18,14,0.0,8.7,5,56,11:41 PM,11:51 AM,06:51 AM,05:40 PM,2,17,17,17,11,15,38,0.0,1020,18,10,51,10,hongkong
2017-12-10,21,16,0.0,8.7,5,48,No moonrise,12:34 PM,06:52 AM,05:41 PM,4,20,20,20,11,27,37,0.0,1018,21,10,188,9,hongkong
2017-12-11,22,17,0.0,8.7,5,41,12:37 AM,01:14 PM,06:53 AM,05:41 PM,8,20,20,20,17,25,46,0.0,1018,22,10,53,14,hongkong
2017-12-12,21,18,0.0,8.7,5,34,01:31 AM,01:52 PM,06:53 AM,05:41 PM,11,20,20,20,21,33,57,0.0,1018,21,10,61,17,hongkong
2017-12-13,20,19,0.0,4.1,4,27,02:23 AM,02:29 PM,06:54 AM,05:41 PM,15,20,20,20,29,84,73,0.6,1018,20,9,73,22,hongkong
2017-12-14,21,19,0.0,4.1,4,19,03:15 AM,03:06 PM,06:54 AM,05:42 PM,16,20,20,20,26,95,78,0.4,1018,21,9,67,19,hongkong
2017-12-15,21,18,0.0,7.2,5,12,04:06 AM,03:45 PM,06:55 AM,05:42 PM,15,20,21,20,19,66,75,0.1,1020,21,10,82,15,hongkong
2017-12-16,17,12,0.0,7.2,5,5,04:57 AM,04:25 PM,06:56 AM,05:43 PM,9,15,16,15,34,49,66,0.0,1024,17,10,93,28,hongkong
2017-12-17,14,12,0.0,4.1,3,0,05:48 AM,05:08 PM,06:56 AM,05:43 PM,5,11,13,11,25,75,61,0.0,1027,14,10,10,21,hongkong
2017-12-18,16,10,0.0,8.7,4,0,06:38 AM,05:53 PM,06:57 AM,05:43 PM,2,12,13,12,24,21,47,0.0,1026,16,10,53,20,hongkong
2017-12-19,17,11,0.0,8.7,4,2,07:28 AM,06:40 PM,06:57 AM,05:44 PM,1,13,14,13,28,21,42,0.0,1026,17,10,14,23,hongkong
2017-12-20,19,13,0.0,8.7,5,10,08:16 AM,07:29 PM,06:58 AM,05:44 PM,1,15,16,15,26,12,37,0.0,1027,19,10,19,21,hongkong
2017-12-21,18,13,0.0,8.7,5,17,09:02 AM,08:18 PM,06:58 AM,05:45 PM,2,16,16,16,19,9,40,0.0,1026,18,10,55,16,hongkong
2017-12-22,20,16,0.0,8.7,5,24,09:45 AM,09:10 PM,06:59 AM,05:45 PM,8,18,19,18,17,26,50,0.0,1021,20,10,63,13,hongkong
